b0002,b0003,b0014,b0027,b0028,b0032,b0050,b0051,b0058,b0062,b0071,b0072,b0073,b0077,b0081,b0085,b0086,b0087,b0088,b0090,b0093,b0114,b0115,b0120,b0127,b0150,b0151,b0152,b0169,b0121,b0170,b0174,b0175,b0182,b0183,b0197,b0198,b0232,b0023,b0242,b0248,b0268,b0283,b0284,b0285,b0306,b0307,b0311,b0312,b0325,b0331,b0333,b0033,b0336,b0355,b0356,b0186,b0329,b0399,b0408,b0146,b0428,b0429,b0430,b0431,b0238,b0384,b0437,b0015,b0438,b0460,b0405,b0434,b0436,b0471,b0439,b0485,b0473,b0493,b0522,b0584,b0585,b0588,b0589,b0586,b0591,b0592,b0593,b0594,b0595,b0596,b0614,b0406,b0524,b0635,b0469,b0636,b0419,b0435,b0658,b0659,b0637,b0707,b0710,b0711,b0712,b0118,b0432,b0720,b0721,b0722,b0723,b0724,b0726,b0727,b0728,b0733,b0734,b0736,b0737,b0738,b0750,b0453,b0757,b0758,b0763,b0774,b0775,b0776,b0777,b0781,b0782,b0783,b0784,b0794,b0804,b0809,b0810,b0643,b0828,b0829,b0830,b0831,b0833,b0850,b0854,b0861,b0862,b0863,b0767,b0812,b0866,b0581,b0753,b0789,b0790,b0865,b0886,b0894,b0895,b0871,b0903,b0907,b0914,b0922,b0926,b0930,b0337,b0950,b0880,b0972,b0973,b0974,b0975,b0978,b0979,b0999,b0897,b1000,b1003,b0805,b1018,b1037,b1038,b1039,b0433,b0906,b1004,b0523,b0945,b1066,b1067,b1070,b1071,b1072,b1073,b1074,b1075,b1076,b1077,b1078,b1079,b1080,b1081,b1082,b1088,b1090,b1091,b1089,b1103,b1116,b0835,b0905,b0948,b1086,b1124,b0910,b1125,b1129,b0171,b1062,b1126,b1131,b1132,b1134,b1138,b1164,b1165,b1166,b1171,b1174,b1175,b1051,b1189,b1188,b1198,b1199,b1203,b0836,b1002,b1208,b1210,b1099,b1211,b1212,b1224,b1225,b1232,b1243,b1244,b1245,b1246,b1254,b1257,b1258,b1260,b1261,b1262,b1263,b1281,b0220,b1297,b1298,b1300,b1301,b1304,b1305,b1306,b1321,b1136,b0882,b1205,b1333,b1388,b1389,b1397,b0346,b0598,b0729,b1415,b1197,b1235,b1423,b1440,b1441,b1442,b1443,b1428,b1467,b1259,b1449,b0953,b1064,b1283,b1478,b1480,b1487,b0486,b1482,b1492,b1494,b1511,b1516,b1523,b1530,b1583,b1587,b1588,b1599,b1602,b1608,b1422,b1611,b1625,b1626,b1627,b1628,b1629,b1630,b1631,b1632,b1519,b1646,b1133,b1619,b1673,b1614,b1679,b1680,b1681,b1682,b1678,b1683,b1686,b1709,b1716,b1217,b1661,b1723,b1376,b1406,b1647,b1668,b1724,b1493,b1712,b1744,b1745,b1746,b1747,b1286,b1767,b1773,b1612,b1777,b0925,b1276,b1725,b1732,b1739,b1444,b1490,b1783,b1784,b1817,b1818,b1823,b1825,b1830,b1795,b1863,b1864,b1865,b1870,b0143,b1878,b1879,b1881,b1882,b1883,b1884,b1885,b1886,b1887,b1888,b1083,b1889,b1891,b1536,b1836,b1896,b1900,b1917,b1918,b1921,b1922,b1923,b1924,b1925,b1929,b1880,b1937,b1938,b1939,b1940,b1941,b1942,b1943,b1944,b1945,b1946,b1947,b1948,b1949,b1810,b1897,b1953,b1664,b1955,b1968,b1799,b1853,b1967,b2000,b1957,b1729,b2012,b0967,b1047,b1722,b2019,b2020,b2021,b2022,b2023,b2024,b2025,b2032,b2033,b2034,b2035,b2036,b2037,b2038,b2039,b2040,b2048,b1652,b2014,b2080,b2091,b2092,b2093,b2094,b2095,b1927,b2086,b2103,b0651,b2125,b2128,b2129,b2097,b2131,b2141,b2146,b2148,b2149,b1452,b2167,b2168,b0884,b2197,b2198,b2199,b2200,b2201,b2203,b2204,b2207,b2234,b2235,b2239,b2241,b2242,b2253,b2254,b2261,b1710,b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2293,b2296,b2266,b2307,b2308,b1748,b2309,b1849,b2312,b2317,b2310,b2341,b1983,b2041,b2350,b2351,b2398,b1287,b1920,b2013,b1779,b2415,b2416,b2421,b2422,b2423,b2414,b2424,b2302,b2464,b2313,b2479,b2497,b2476,b2499,b2498,b2507,b2523,b2524,b2525,b2526,b2527,b2528,b2529,b2530,b2570,b2572,b0492,b2600,b2185,b2606,b2607,b2608,b2592,b2618,b2659,b2465,b2660,b2661,b2662,b2112,b2665,b2673,b2674,b2675,b2677,b2678,b2682,b2702,b2703,b2704,b2726,b2727,b2728,b2425,b2750,b2751,b2752,b2762,b2763,b2782,b2796,b2799,b1976,b2672,b0860,b2537,b2847,b2849,b2869,b2875,b2890,b2903,b2904,b2925,b0199,b2948,b2951,b2952,b2976,b2990,b2991,b2992,b2994,b2995,b2996,b2521,b1252,b0468,b3005,b3003,b3021,b3012,b3023,b0163,b0607,b2597,b3024,b3091,b2687,b3049,b3073,b3097,b2666,b3098,b3099,b3115,b3156,b3162,b2187,b3065,b3166,b3167,b3168,b3169,b3165,b3183,b2609,b3185,b3191,b3199,b3202,b3203,b3212,b3224,b3228,b3175,b3186,b3230,b3249,b3250,b2891,b0632,b3255,b3231,b3256,b3260,b3280,b3157,b3288,b3292,b0911,b3294,b3295,b3296,b3297,b3298,b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3261,b3311,b3312,b3313,b3310,b3314,b3315,b3316,b3317,b3318,b3319,b3320,b3239,b3321,b3341,b3344,b3172,b2137,b3100,b3102,b3153,b3336,b1684,b3361,b3382,b3384,b3388,b3190,b3389,b3393,b3400,b3408,b3416,b3424,b3428,b3429,b3430,b3431,b3432,b0966,b1586,b3362,b3451,b3454,b3455,b3456,b3457,b3458,b3485,b3486,b1990,b3448,b3506,b3507,b3508,b3509,b3510,b3494,b3511,b3512,b3513,b3515,b3516,b1890,b2150,b2844,b3536,b3540,b3541,b3542,b3543,b2809,b3517,b3548,b3566,b3567,b3599,b3603,b3604,b3609,b2352,b3621,b3622,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3636,b3639,b3640,b3650,b3651,b3670,b0631,b3686,b3701,b2533,b3170,b3637,b3649,b0685,b2569,b2765,b2828,b3606,b3614,b3703,b3493,b3704,b3403,b3707,b3708,b3716,b3724,b3725,b3726,b3727,b3729,b3731,b3732,b3733,b3734,b3735,b3736,b3737,b3738,b3705,b3740,b3745,b3748,b3749,b3750,b3752,b3769,b3771,b3784,b3785,b3786,b3787,b3788,b3789,b3802,b3804,b3809,b3810,b3811,b2143,b2342,b0221,b3845,b3868,b3869,b1207,b2508,b3887,b3891,b3892,b3893,b3903,b3922,b2240,b3926,b2614,b3687,b3401,b3931,b2818,b3957,b3958,b3959,b1778,b3963,b3390,b3981,b3342,b3983,b3984,b3985,b3987,b3990,b3991,b3992,b3993,b3997,b0440,b2557,b2500,b3654,b4005,b3941,b4014,b4015,b3417,b4032,b4033,b4034,b4035,b4036,b3555,b3923,b2805,b4051,b4056,b3714,b4006,b3846,b4067,b4068,b4070,b4071,b4072,b4081,b4097,b4100,b3525,b3001,b4119,b4122,b4045,b4107,b4126,b4131,b2127,b3932,b4142,b2347,b3522,b4127,b4135,b4151,b2997,b4139,b4152,b4153,b4174,b2535,b4188,b4200,b4201,b3936,b4147,b4202,b4224,b4230,b4237,b4239,b4243,b4244,b4266,b4279,b4287,b4288,b4289,b4290,b1705,b3006,b4292,b4306,b4314,b4315,b4317,b4318,b4319,b4322,b4345,b4346,b4352,b3337,b4293,b1876,b3871,b4377,b4381,b4382,b4383,b3741,b4375,b3839,b0004,b0029,b0052,b0059,b0063,b0074,b0078,b0082,b0083,b0089,b0091,b0094,b0116,b0128,b0153,b0176,b0184,b0233,b0243,b0249,b0269,b0286,b0308,b0313,b0334,b0357,b0400,b0409,b0461,b0472,b0494,b0590,b0597,b0615,b0660,b0708,b0713,b0735,b0739,b0751,b0759,b0764,b0778,b0785,b0795,b0811,b0832,b0834,b0851,b0855,b0864,b0867,b0887,b0896,b0904,b0908,b0915,b0923,b0927,b0931,b0951,b0976,b0977,b0980,b1019,b1040,b1068,b1092,b1095,b1104,b1105,b1117,b1130,b1135,b1139,b1167,b1172,b1176,b1190,b1200,b1204,b1209,b1213,b1226,b1233,b1241,b1247,b1255,b1264,b1282,b1299,b1302,b1307,b1322,b1324,b1344,b1390,b1398,b1431,b1435,b1468,b1488,b1495,b1512,b1517,b1518,b1524,b1531,b1584,b1589,b1600,b1603,b1609,b1633,b1635,b1674,b1687,b1717,b1768,b1774,b1807,b1819,b1822,b1824,b1826,b1831,b1866,b1871,b1892,b1901,b1919,b1926,b1930,b1950,b1969,b2001,b2009,b2026,b2049,b2066,b2096,b2104,b2126,b2130,b2135,b2142,b2147,b2155,b2156,b2169,b2174,b2202,b2205,b2208,b2236,b2243,b2255,b2262,b2288,b2294,b2297,b2319,b2328,b2399,b2417,b2463,b2480,b2517,b2518,b2531,b2543,b2571,b2573,b2587,b2601,b2619,b2663,b2676,b2679,b2683,b2705,b2706,b2707,b2729,b2741,b2764,b2783,b2797,b2800,b2848,b2851,b2876,b2905,b2913,b2922,b2924,b2926,b2939,b2942,b2949,b2953,b2977,b2980,b2993,b3022,b3070,b3092,b3117,b3163,b3180,b3184,b3192,b3200,b3204,b3213,b3225,b3229,b3236,b3251,b3281,b3282,b3284,b3289,b3291,b3293,b3340,b3345,b3359,b3383,b3385,b3394,b3409,b3425,b3433,b3453,b3460,b3474,b3487,b3495,b3514,b3528,b3537,b3544,b3568,b3600,b3605,b3610,b3632,b3641,b3652,b3671,b3702,b3709,b3717,b3728,b3730,b3739,b3742,b3746,b3751,b3753,b3770,b3772,b3783,b3790,b3803,b3805,b3812,b3831,b3870,b3888,b3894,b3904,b3927,b3955,b3960,b3962,b3964,b3982,b3986,b3988,b3994,b3998,b4000,b4013,b4016,b4037,b4055,b4057,b4064,b4069,b4073,b4082,b4083,b4098,b4101,b4110,b4118,b4120,b4123,b4132,b4140,b4143,b4149,b4154,b4175,b4187,b4189,b4203,b4214,b4217,b4219,b4225,b4226,b4231,b4238,b4240,b4245,b4254,b4263,b4267,b4269,b4280,b4291,b4307,b4316,b4320,b4323,b4348,b4353,b4367,b4372,b4376,b4378,b4384,b4469,b4483,b4485
b0002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
