b0004,b0006,b0008,b0009,b0014,b0015,b0026,b0029,b0030,b0032,b0034,b0036,b0037,b0038,b0041,b0042,b0043,b0044,b0046,b0048,b0049,b0052,b0058,b0059,b0060,b0064,b0067,b0071,b0073,b0076,b0077,b0080,b0082,b0083,b0084,b0085,b0088,b0090,b0091,b0092,b0093,b0094,b0095,b0096,b0097,b0098,b0099,b0104,b0111,b0113,b0115,b0116,b0119,b0121,b0125,b0127,b0130,b0133,b0139,b0145,b0146,b0151,b0154,b0159,b0166,b0167,b0171,b0172,b0182,b0184,b0185,b0188,b0189,b0195,b0197,b0199,b0200,b0215,b0223,b0225,b0226,b0239,b0240,b0243,b0245,b0254,b0261,b0262,b0286,b0291,b0292,b0294,b0296,b0311,b0313,b0316,b0319,b0321,b0325,b0348,b0351,b0352,b0356,b0376,b0382,b0386,b0387,b0389,b0391,b0397,b0398,b0399,b0401,b0408,b0413,b0414,b0417,b0421,b0422,b0424,b0425,b0431,b0435,b0439,b0440,b0450,b0451,b0453,b0456,b0463,b0464,b0466,b0467,b0470,b0473,b0474,b0475,b0477,b0504,b0508,b0509,b0525,b0530,b0535,b0537,b0551,b0559,b0564,b0570,b0571,b0574,b0581,b0583,b0586,b0587,b0594,b0595,b0596,b0599,b0600,b0601,b0603,b0605,b0607,b0610,b0614,b0616,b0618,b0620,b0628,b0633,b0640,b0642,b0644,b0650,b0652,b0657,b0662,b0684,b0685,b0687,b0694,b0695,b0700,b0709,b0712,b0717,b0719,b0720,b0721,b0723,b0724,b0726,b0731,b0738,b0740,b0741,b0742,b0750,b0757,b0759,b0760,b0761,b0765,b0775,b0777,b0779,b0780,b0784,b0785,b0796,b0797,b0809,b0817,b0819,b0820,b0835,b0838,b0848,b0849,b0851,b0853,b0855,b0864,b0872,b0873,b0874,b0880,b0881,b0882,b0884,b0885,b0888,b0889,b0894,b0895,b0897,b0902,b0903,b0909,b0910,b0918,b0920,b0923,b0927,b0929,b0931,b0932,b0933,b0937,b0938,b0939,b0946,b0947,b0948,b0952,b0954,b0956,b0959,b0962,b0964,b0968,b0972,b0973,b0975,b0977,b0985,b0993,b0998,b1013,b1014,b1015,b1021,b1033,b1046,b1060,b1062,b1070,b1071,b1077,b1080,b1084,b1089,b1096,b1099,b1104,b1105,b1108,b1117,b1118,b1127,b1133,b1135,b1136,b1156,b1174,b1175,b1176,b1179,b1183,b1191,b1192,b1194,b1198,b1200,b1205,b1221,b1224,b1225,b1237,b1243,b1246,b1247,b1252,b1261,b1262,b1264,b1266,b1269,b1274,b1275,b1284,b1286,b1302,b1308,b1334,b1338,b1342,b1355,b1372,b1390,b1391,b1394,b1399,b1407,b1410,b1411,b1414,b1421,b1423,b1432,b1435,b1446,b1450,b1466,b1467,b1474,b1479,b1482,b1486,b1493,b1501,b1513,b1523,b1541,b1550,b1559,b1560,b1566,b1575,b1580,b1585,b1593,b1597,b1603,b1604,b1607,b1618,b1620,b1621,b1631,b1638,b1639,b1652,b1658,b1670,b1680,b1681,b1682,b1697,b1698,b1703,b1704,b1705,b1706,b1713,b1714,b1717,b1732,b1735,b1740,b1741,b1744,b1748,b1763,b1778,b1786,b1807,b1812,b1817,b1827,b1831,b1834,b1836,b1837,b1850,b1854,b1864,b1868,b1881,b1884,b1887,b1895,b1902,b1916,b1921,b1922,b1924,b1926,b1928,b1938,b1939,b1941,b1942,b1943,b1945,b1952,b1960,b1963,b1967,b1968,b1970,b1973,b1976,b2001,b2004,b2012,b2017,b2025,b2055,b2066,b2073,b2086,b2105,b2107,b2114,b2118,b2123,b2129,b2130,b2134,b2135,b2143,b2149,b2150,b2151,b2155,b2166,b2173,b2181,b2184,b2193,b2201,b2206,b2207,b2212,b2213,b2216,b2217,b2222,b2232,b2249,b2255,b2263,b2264,b2268,b2273,b2275,b2283,b2285,b2289,b2293,b2316,b2319,b2326,b2331,b2334,b2335,b2340,b2345,b2346,b2360,b2361,b2369,b2374,b2379,b2382,b2384,b2385,b2411,b2415,b2416,b2418,b2420,b2421,b2440,b2456,b2458,b2460,b2472,b2473,b2479,b2491,b2495,b2496,b2501,b2502,b2517,b2522,b2525,b2527,b2530,b2533,b2542,b2553,b2554,b2562,b2566,b2567,b2569,b2572,b2573,b2576,b2582,b2583,b2584,b2601,b2608,b2610,b2614,b2622,b2627,b2646,b2660,b2662,b2667,b2673,b2676,b2699,b2701,b2712,b2713,b2714,b2720,b2721,b2725,b2728,b2729,b2730,b2731,b2743,b2745,b2751,b2755,b2760,b2769,b2795,b2799,b2805,b2808,b2809,b2810,b2829,b2833,b2838,b2839,b2847,b2869,b2892,b2894,b2903,b2906,b2907,b2909,b2918,b2952,b2955,b2957,b2975,b2980,b2988,b2993,b2996,b2997,b3001,b3005,b3021,b3031,b3032,b3042,b3043,b3061,b3065,b3067,b3082,b3087,b3105,b3106,b3129,b3170,b3172,b3185,b3186,b3195,b3204,b3207,b3209,b3215,b3239,b3247,b3253,b3255,b3259,b3262,b3281,b3287,b3296,b3301,b3303,b3304,b3306,b3314,b3317,b3352,b3357,b3361,b3365,b3374,b3380,b3385,b3386,b3400,b3410,b3418,b3431,b3472,b3481,b3484,b3488,b3492,b3495,b3497,b3513,b3520,b3540,b3550,b3559,b3566,b3567,b3568,b3583,b3616,b3635,b3651,b3670,b3671,b3706,b3721,b3731,b3732,b3733,b3742,b3749,b3751,b3764,b3773,b3778,b3781,b3783,b3810,b3811,b3813,b3825,b3867,b3868,b3869,b3872,b3905,b3906,b3911,b3933,b3953,b3967,b3982,b3992,b4052,b4062,b4096,b4167,b4180,b4200,b4237,b4244,b4259,b4379,b4398,b4502,b1000,b4253,b0490,b0033,b1276,b0506,b4011,b0794,b3910,b1158,b1330,b1962,b2318,b2580,b2951,b3102,b3157,b3389,b3592,b3972,b4188,b4554,b1900,b2022,b3987,b3560,b3128,b4043,b0072,b2079,b3256,b0078,b4171,b2748,b3208,b0328,b4301,b2581,b1351,b4230,b3448,b0381,b2412,b4233,b0736,b3175,b4153,b0237,b4367,b0727,b3704,b4126,b2020,b2299,b2125,b1324,b1518,b1651,b2093,b2471,b2518,b2597,b3701,b3734,b3983,b4045,b4060,b3010,b3554,b3946,b1126,b3270,b3507,b0969,b1134,b1694,b1772,b2041,b2366,b2409,b2414,b2688,b2719,b3549,b4158,b4517,b1462,b2696,b1842,b3806,b4480,b2741,b2422,b3645,b4268,b2679,b3735,b3923,b2515,b2770,b1248,b0588,b3723,b0320,b0347,b2147,b3076,b1235,b1689,b3871,b1494,b3405,b3936,b1233,b2306,b4093,b2617,b1849,b4299,b3191,b4227,b3375,b0560,b2248,b2529,b3929,b4059,b4372,b3708,b0516,b3189,b4331,b4239,b2154,b2169,b2322,b1969,b2726,b0871,b2897,b2242,b0602,b2451,b2979,b4555,b4389,b1166,b3070,b3573,b3890,b4084,b3954,b0655,b1499,b2698,b2830,b4118,b4109,b0795,b2499,b3197,b3633,b3958,b4145,b4206,b3229,b3035,b2574,b1674,b2792,b3774,b4471,b3302,b4016,b1258,b1712,b2028,b2243,b2675,b4058,b3556,b0935,b4280,b1290,b2791,b3964,b3610,b0856,b2272,b4238,b2868,b4079,b2677,b3541,b2786,b2962,b1797,b2009,b4127,b1287,b3424,b4063,b1626,b2707,b3919,b2990,b1649,b1489,b3430,b1468,b3081,b1787,b1785,b2947,b3669,b2764,b4290,b1120,b1641,b2669,b3501,b0995,b2513,b3680,b4302,b1517,b1961,b3236,b3697,b1082,b1088,b3637,b2926,b3986,b4048,b2032,b3284,b3210,b3925,b1816,b2167,b4461,b3498,b2953,b3807,b3922,b1547,b1613,b2904,b3449,b3833,b1201,b3030,b2469,b1226,b2180,b2846,b3341,b1953,b1846,b2509,b4141,b2057,b3698,b2702,b3264,b3329,b2325,b3729,b3479,b2616,b2959,b3231,b3077,b3891,b4181,b2938,b4088,b2592,b3378,b3594,b4217,b1794,b4041,b3533,b1683,b4143,b4081,b1990,b3702,b3064,b4168,b4373,b3360,b3794,b3160,b3288,b3700,b3826,b4266,b4383,b3261,b2950,b2127,b4146,b4355,b2798,b2891,b3137,b1946,b3408,b4137,b2259,b2462,b3743,b2754,b3466,b3745,b3858,b3084,b4023,b3126,b3950,b4241,b4539,b4481,b3543,b2511,b2438,b2837,b2595,b3315,b3526,b3017,b2286,b3006,b4173,b2878,b2297,b3211,b4393,b4501,b2532,b2370,b3601,b3995,b3066,b2480,b3934,b3340,b2528,b3470,b3214,b3219,b4255,b2781,b4306,b3164,b3169,b4191,b3316,b3454,b3464,b3228,b3740,b3775,b4207,b2852,b2752,b3870,b3877,b4051,b2811,b3351,b3912,b4124,b3180,b4076,b3546,b3574,b4391,b4375,b4474,b3183,b3187,b3753,b3608,b3674,b3423,b3981,b3083,b3848,b3248,b3722,b3182,b3318,b3866,b3480,b4202,b4558,b3326,b3921,b3362,b3414,b4219,b4376,b3843,b4097,b4352,b4222,b3661,b3769,b3741,b4101,b3829,b4234,b4099,b4361,b4346,b4245,b4399
b0004,0,0,0,5,5,5,6,4,4,5,3,0,0,6,5,5,0,1,6,2,4,2,4,4,5,4,4,0,5,4,4,0,0,7,5,4,4,0,4,4,4,0,3,5,6,4,4,0,4,4,0,0,4,4,4,0,6,0,6,4,5,4,4,0,4,5,4,3,4,3,5,4,5,5,6,3,5,3,4,4,3,5,0,5,5,5,2,5,5,0,0,7,3,0,7,5,0,5,4,2,2,5,7,0,0,4,2,4,2,7,5,4,5,6,5,2,4,4,0,3,5,3,4,6,4,5,5,5,4,5,3,7,4,4,4,3,4,7,0,2,4,8,3,4,0,4,0,5,0,0,6,0,4,2,0,4,4,4,2,2,4,4,4,6,4,4,4,3,4,5,5,2,6,5,5,0,7,3,4,4,4,6,5,7,0,5,7,3,0,5,6,5,0,0,6,4,4,4,5,2,2,0,4,8,3,6,3,6,4,3,4,5,5,4,6,7,4,6,4,3,3,4,5,4,3,4,0,0,0,2,4,5,4,3,4,3,7,3,6,5,4,5,4,4,0,0,0,0,5,0,6,0,3,5,4,4,4,4,0,5,5,4,6,6,5,7,3,0,0,4,5,4,5,7,6,4,4,5,0,0,9,7,6,5,3,7,3,4,3,6,4,0,4,5,3,5,4,3,4,4,5,4,4,5,0,5,6,0,0,7,6,0,5,5,7,2,4,5,5,6,5,0,6,0,0,4,6,7,4,0,5,5,4,5,4,6,0,4,6,4,6,0,2,0,0,0,0,4,4,0,4,6,5,4,5,6,4,5,3,3,6,5,3,5,6,0,6,2,5,7,0,6,5,4,0,9,4,4,5,5,4,4,7,4,2,5,4,5,0,5,4,4,4,0,5,5,7,4,5,0,0,3,5,0,4,9,6,4,6,5,5,4,3,4,0,5,0,6,5,4,4,3,4,4,6,2,0,4,0,0,5,4,3,4,6,4,3,0,4,5,5,4,0,5,5,7,4,4,5,5,4,4,5,3,5,0,5,4,3,4,6,4,4,5,4,4,5,5,4,6,3,6,2,5,0,5,5,4,4,3,0,0,4,5,4,4,3,5,4,5,6,0,6,4,4,4,5,3,7,6,5,4,5,4,4,3,4,5,4,4,0,4,4,4,4,4,4,4,3,4,5,0,4,2,5,4,3,4,6,6,5,4,6,5,0,0,2,4,0,7,9,5,5,0,4,3,5,5,5,4,4,3,4,5,5,5,7,7,4,5,6,4,0,4,4,5,0,5,6,4,0,0,4,5,8,4,4,5,4,4,5,5,3,4,4,5,2,4,6,3,6,0,5,3,6,6,3,0,2,5,3,0,6,4,5,4,4,5,5,5,0,3,6,6,4,4,2,4,4,6,6,4,5,3,4,4,5,5,5,5,5,0,6,4,3,5,0,5,5,6,4,4,4,4,4,0,2,5,3,0,5,2,4,5,5,6,5,5,0,2,2,7,4,3,4,5,4,6,5,5,4,4,4,6,4,5,4,4,5,5,4,5,3,0,5,4,4,5,5,6,4,5,4,4,5,5,0,0,0,0,7,5,0,4,3,3,3,6,6,5,6,0,0,5,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,4,5,5,0,5,3,5,0,6,6,5,5,0,5,5,0,4,4,4,5,5,5,0,3,0,5,4,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,5,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,4,4,3,0,6,4,4,6,4,4,0,6,4,0,4,0,6,3,8,0,3,3,5,5,3,6,4,6,3,5,5,5,4,4,5,5,5,4,5,5,8,0,4,4,0,5,0,0,0,0,5,5,3,5,4,4,4,5,3,3,3,3,3,4,0,5,5,4,4,6,4,4,4,4,4,4,4,0,5,6,3,3,0,7,4,4,4,4,4,4,4,4,4,5,5,6,5,5,4,6,6,5,4,5,0,0,3,6,5,5,5,4,4,4,7,7,5,6,6,0,0,0,0,0,4,4,4,6,5,0,6,6,8,0,0,0,4,5,6,5,6,6,5,7,6,4,4,5,5,4,4,7,7,7,0,4,4,5,5,4,4,5,5,0,0,5,0,0,3,6,0,0,0,0,6,6,6,4,5,3,0,5,0,3,3,0,0,5,4,4,4,6,4,0,3,6,0,6,6,6,5,5,5,5,5,4,0,4,4,4,4,4,4,0,7,5,6,5,0,0,0,3,5,7,0,0,0,4,4,4,4,5,5,4,4,4,0,4,6,5,4,0,5,4,0,6,5,5,5,0,0,6,4,5,0,5,4,5,4,5,4,0,5,0,5,5,5,5,5,7,0,0,5,5,0,6,6,0,4,5,0,5,5,0,0,5,7,9,5,5,4,4,4,0,6,4,4,4,0,3,0,5,6,5,6,6,0,6,6,6,6,0,7,4,6,0,5,0,0,0,6,0,4,6,5,5,6,4,0,6,0,0,4
b0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0009,5,0,0,0,6,5,8,3,4,7,4,0,0,8,6,5,0,4,9,3,7,5,5,3,4,5,7,0,5,5,4,0,0,10,6,5,7,0,5,7,6,0,6,8,5,7,5,0,4,5,0,0,5,3,5,0,5,0,8,5,6,6,4,0,5,6,5,4,4,5,4,5,7,6,9,4,6,4,4,7,6,5,0,6,6,6,5,6,6,0,0,8,4,0,10,6,0,6,7,5,3,5,8,0,0,5,5,5,4,8,6,5,5,6,6,5,5,5,0,4,6,6,5,7,5,6,6,5,3,7,4,8,5,5,5,6,5,9,0,5,5,9,6,6,0,5,0,4,0,0,7,0,5,5,0,5,5,5,5,5,4,3,5,6,3,5,4,5,5,6,6,5,8,5,6,0,8,6,3,3,6,5,4,8,0,6,8,6,0,5,6,5,0,0,5,5,5,3,5,5,5,0,6,7,5,7,5,8,4,5,5,6,4,5,6,8,5,9,5,5,5,5,5,5,5,5,0,0,0,4,4,6,5,4,3,6,8,6,6,7,3,5,6,3,0,0,0,0,6,0,7,0,4,6,4,5,5,4,0,4,6,5,8,8,7,9,5,0,0,4,6,4,6,8,7,3,5,6,0,0,10,7,6,6,6,7,5,5,5,6,4,0,5,6,5,6,5,4,6,4,6,6,3,4,0,6,7,0,0,8,7,0,5,6,6,5,4,6,5,8,6,0,5,0,0,4,7,10,5,0,4,6,4,4,7,7,0,5,8,4,6,0,5,0,0,0,0,5,5,0,5,6,5,6,4,6,3,6,4,4,6,6,4,5,6,0,7,5,4,8,0,6,6,6,0,10,5,5,6,5,4,5,8,4,5,5,4,6,0,5,5,5,3,0,6,6,7,5,7,0,0,4,5,0,5,10,7,1,7,6,4,3,4,4,0,7,0,6,5,5,6,5,4,5,7,5,0,5,0,0,5,7,4,5,7,5,6,0,5,8,5,4,0,6,5,7,4,5,6,6,4,5,6,4,4,0,6,5,5,6,6,5,5,6,5,4,5,5,4,5,5,6,5,6,0,7,6,5,6,5,0,0,3,6,6,4,4,6,4,4,5,0,7,5,5,5,5,5,8,8,6,5,5,4,5,4,5,5,5,7,0,5,5,3,4,5,5,5,6,5,6,0,4,5,6,6,6,3,6,9,4,3,6,4,0,0,5,5,0,8,10,6,4,0,7,5,6,6,5,4,5,4,4,6,7,4,9,9,6,6,6,5,0,4,7,6,0,6,6,5,0,0,5,4,7,5,5,5,5,5,6,6,4,3,3,5,5,5,8,4,6,0,6,4,7,6,3,0,5,6,4,0,6,4,5,4,5,6,4,5,0,4,6,7,3,5,3,5,5,8,6,5,4,2,3,5,4,6,4,6,5,0,6,5,4,6,0,7,5,6,6,5,6,4,5,0,5,6,4,0,6,5,6,6,5,6,4,7,0,5,3,8,5,4,6,7,5,6,6,6,5,5,3,8,3,4,5,5,6,5,5,6,2,0,6,5,4,5,5,5,5,6,4,5,6,6,0,0,0,0,7,7,0,6,5,6,4,7,8,4,8,0,0,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,4,3,6,4,0,6,4,5,0,9,7,6,8,0,6,6,0,7,7,7,8,8,6,0,4,0,6,6,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,6,7,5,3,4,0,7,7,5,7,5,5,0,7,5,0,5,0,7,4,9,0,6,5,6,6,4,7,5,7,6,6,6,6,6,5,6,6,6,5,6,6,10,0,5,5,0,6,0,0,0,0,6,6,6,5,5,5,5,4,6,6,6,6,6,5,0,4,4,4,4,7,7,7,5,7,7,7,5,0,6,6,6,6,0,6,6,5,6,6,6,6,6,6,5,6,6,7,6,6,6,6,6,6,6,6,0,0,5,7,6,6,6,5,5,7,7,7,5,8,6,0,0,0,0,0,5,5,5,7,5,0,7,7,10,0,0,0,5,5,7,6,7,7,6,7,7,6,6,6,6,6,6,7,7,7,0,6,5,6,6,5,5,5,5,0,0,6,0,0,6,6,0,0,0,0,5,5,7,3,5,6,0,5,0,6,6,0,0,5,5,5,7,7,5,0,6,5,0,7,7,6,5,6,6,6,6,6,0,5,5,5,5,5,5,0,8,2,5,4,0,0,0,5,6,8,0,0,0,5,5,5,5,6,6,7,5,5,0,5,7,5,5,0,4,6,0,7,7,7,7,0,0,7,5,5,0,6,5,5,5,6,4,0,6,0,5,5,6,4,8,7,0,0,6,6,0,5,5,0,5,6,0,5,5,0,0,6,6,8,4,6,4,3,5,0,7,4,4,4,0,6,0,5,6,5,5,6,0,5,7,6,6,0,7,5,7,0,6,0,0,0,7,0,5,8,6,4,7,3,0,7,0,0,7
